date,years_since_19850101,temp_deg_C
1982-11-13,-2.136986301369863,11.1
1982-11-14,-2.1342465753424658,14.5
1982-11-15,-2.1315068493150684,18.0
1982-11-16,-2.128767123287671,12.8
1982-11-17,-2.126027397260274,10.7
1982-11-18,-2.1232876712328768,9.1
1982-11-19,-2.1205479452054794,8.7
1982-11-20,-2.117808219178082,12.4
1982-11-21,-2.115068493150685,12.6
1982-11-22,-2.1123287671232878,10.3
1982-11-23,-2.1095890410958904,13.7
1982-11-24,-2.106849315068493,16.0
1982-11-25,-2.1041095890410957,15.8
1982-11-26,-2.1013698630136988,12.1
1982-11-27,-2.0986301369863014,12.5
1982-11-28,-2.095890410958904,12.2
1982-11-29,-2.0931506849315067,13.7
1982-11-30,-2.0904109589041098,16.1
1982-12-01,-2.0876712328767124,15.5
1982-12-02,-2.084931506849315,10.3
1982-12-03,-2.0821917808219177,10.5
1982-12-04,-2.0794520547945203,11.0
1982-12-05,-2.0767123287671234,11.9
1982-12-06,-2.073972602739726,13.0
1982-12-07,-2.0712328767123287,12.2
1982-12-08,-2.0684931506849313,10.6
1982-12-09,-2.0657534246575344,13.0
1982-12-10,-2.063013698630137,13.0
1982-12-11,-2.0602739726027397,12.2
1982-12-12,-2.0575342465753423,12.6
1982-12-13,-2.0547945205479454,18.7
1982-12-14,-2.052054794520548,15.2
1982-12-15,-2.0493150684931507,15.3
1982-12-16,-2.0465753424657533,13.9
1982-12-17,-2.043835616438356,15.8
1982-12-18,-2.041095890410959,13.0
1982-12-19,-2.0383561643835617,13.0
1982-12-20,-2.0356164383561643,13.7
1982-12-21,-2.032876712328767,12.0
1982-12-22,-2.03013698630137,10.8
1982-12-23,-2.0273972602739727,15.6
1982-12-24,-2.0246575342465754,15.3
1982-12-25,-2.021917808219178,13.9
1982-12-26,-2.0191780821917806,13.0
1982-12-27,-2.0164383561643837,15.3
1982-12-28,-2.0136986301369864,16.3
1982-12-29,-2.010958904109589,15.8
1982-12-30,-2.0082191780821916,17.7
1982-12-31,-2.0054794520547947,16.3
1983-01-01,-2.0027397260273974,18.4
1983-01-02,-2.0,15.0
1983-01-03,-1.9972602739726026,10.9
1983-01-04,-1.9945205479452055,11.4
1983-01-05,-1.9917808219178081,14.8
1983-01-06,-1.989041095890411,12.1
1983-01-07,-1.9863013698630136,12.8
1983-01-08,-1.9835616438356165,16.2
1983-01-09,-1.9808219178082191,15.5
1983-01-10,-1.978082191780822,13.0
1983-01-11,-1.9753424657534246,10.5
1983-01-12,-1.9726027397260273,9.1
1983-01-13,-1.9698630136986301,10.5
1983-01-14,-1.9671232876712328,11.8
1983-01-15,-1.9643835616438357,12.7
1983-01-16,-1.9616438356164383,12.7
1983-01-17,-1.9589041095890412,11.5
1983-01-18,-1.9561643835616438,13.8
1983-01-19,-1.9534246575342467,13.3
1983-01-20,-1.9506849315068493,11.6
1983-01-21,-1.9479452054794522,15.4
1983-01-22,-1.9452054794520548,12.4
1983-01-23,-1.9424657534246574,16.9
1983-01-24,-1.9397260273972603,14.7
1983-01-25,-1.936986301369863,10.6
1983-01-26,-1.9342465753424658,15.6
1983-01-27,-1.9315068493150684,10.7
1983-01-28,-1.9287671232876713,12.6
1983-01-29,-1.926027397260274,13.8
1983-01-30,-1.9232876712328768,14.3
1983-01-31,-1.9205479452054794,14.0
1983-02-01,-1.917808219178082,18.1
1983-02-02,-1.915068493150685,17.3
1983-02-03,-1.9123287671232876,13.0
1983-02-04,-1.9095890410958904,16.0
1983-02-05,-1.906849315068493,14.9
1983-02-06,-1.904109589041096,16.2
1983-02-07,-1.9013698630136986,20.3
1983-02-08,-1.8986301369863015,22.5
1983-02-09,-1.895890410958904,17.2
1983-02-10,-1.893150684931507,15.9
1983-02-11,-1.8904109589041096,16.8
1983-02-12,-1.8876712328767122,13.8
1983-02-13,-1.884931506849315,12.8
1983-02-14,-1.8821917808219177,14.0
1983-02-15,-1.8794520547945206,17.5
1983-02-16,-1.8767123287671232,21.5
1983-02-17,-1.873972602739726,16.8
1983-02-18,-1.8712328767123287,13.6
1983-02-19,-1.8684931506849316,14.5
1983-02-20,-1.8657534246575342,14.2
1983-02-21,-1.8630136986301369,15.7
1983-02-22,-1.8602739726027397,19.7
1983-02-23,-1.8575342465753424,17.4
1983-02-24,-1.8547945205479452,14.4
1983-02-25,-1.8520547945205479,16.9
1983-02-26,-1.8493150684931507,19.1
1983-02-27,-1.8465753424657534,20.4
1983-02-28,-1.8438356164383563,20.1
1983-03-01,-1.841095890410959,19.9
1983-03-02,-1.8383561643835618,22.0
1983-03-03,-1.8356164383561644,20.5
1983-03-04,-1.832876712328767,22.1
1983-03-05,-1.83013698630137,20.6
1983-03-06,-1.8273972602739725,15.0
1983-03-07,-1.8246575342465754,20.6
1983-03-08,-1.821917808219178,21.5
1983-03-09,-1.819178082191781,16.2
1983-03-10,-1.8164383561643835,14.1
1983-03-11,-1.8136986301369864,14.5
1983-03-12,-1.810958904109589,21.1
1983-03-13,-1.8082191780821917,15.9
1983-03-14,-1.8054794520547945,15.2
1983-03-15,-1.8027397260273972,13.1
1983-03-16,-1.8,13.2
1983-03-17,-1.7972602739726027,12.5
1983-03-18,-1.7945205479452055,15.2
1983-03-19,-1.7917808219178082,17.6
1983-03-20,-1.789041095890411,15.5
1983-03-21,-1.7863013698630137,16.7
1983-03-22,-1.7835616438356163,16.3
1983-03-23,-1.7808219178082192,15.1
1983-03-24,-1.7780821917808218,12.7
1983-03-25,-1.7753424657534247,10.0
1983-03-26,-1.7726027397260273,11.4
1983-03-27,-1.7698630136986302,12.6
1983-03-28,-1.7671232876712328,10.7
1983-03-29,-1.7643835616438357,10.0
1983-03-30,-1.7616438356164383,13.9
1983-03-31,-1.7589041095890412,13.4
1983-04-01,-1.7561643835616438,12.5
1983-04-02,-1.7534246575342465,12.8
1983-04-03,-1.7506849315068493,7.8
1983-04-04,-1.747945205479452,11.1
1983-04-05,-1.7452054794520548,10.7
1983-04-06,-1.7424657534246575,7.1
1983-04-07,-1.7397260273972603,6.7
1983-04-08,-1.736986301369863,5.7
1983-04-09,-1.7342465753424658,9.1
1983-04-10,-1.7315068493150685,15.2
1983-04-11,-1.7287671232876711,15.5
1983-04-12,-1.726027397260274,11.1
1983-04-13,-1.7232876712328766,11.7
1983-04-14,-1.7205479452054795,11.5
1983-04-15,-1.7178082191780821,9.8
1983-04-16,-1.715068493150685,6.2
1983-04-17,-1.7123287671232876,6.7
1983-04-18,-1.7095890410958905,7.5
1983-04-19,-1.7068493150684931,8.8
1983-04-20,-1.704109589041096,8.0
1983-04-21,-1.7013698630136986,10.4
1983-04-22,-1.6986301369863013,14.5
1983-04-23,-1.6958904109589041,16.5
1983-04-24,-1.6931506849315068,14.1
1983-04-25,-1.6904109589041096,10.5
1983-04-26,-1.6876712328767123,12.6
1983-04-27,-1.6849315068493151,13.0
1983-04-28,-1.6821917808219178,8.7
1983-04-29,-1.6794520547945206,10.1
1983-04-30,-1.6767123287671233,12.0
1983-05-01,-1.673972602739726,12.5
1983-05-02,-1.6712328767123288,13.5
1983-05-03,-1.6684931506849314,13.7
1983-05-04,-1.6657534246575343,13.5
1983-05-05,-1.663013698630137,10.7
1983-05-06,-1.6602739726027398,13.0
1983-05-07,-1.6575342465753424,11.6
1983-05-08,-1.6547945205479453,13.0
1983-05-09,-1.652054794520548,11.2
1983-05-10,-1.6493150684931508,13.5
1983-05-11,-1.6465753424657534,12.9
1983-05-12,-1.643835616438356,6.8
1983-05-13,-1.641095890410959,10.0
1983-05-14,-1.6383561643835616,14.5
1983-05-15,-1.6356164383561644,11.7
1983-05-16,-1.632876712328767,6.7
1983-05-17,-1.63013698630137,4.6
1983-05-18,-1.6273972602739726,4.9
1983-05-19,-1.6246575342465754,7.4
1983-05-20,-1.621917808219178,8.3
1983-05-21,-1.6191780821917807,7.5
1983-05-22,-1.6164383561643836,6.2
1983-05-23,-1.6136986301369862,7.8
1983-05-24,-1.610958904109589,13.2
1983-05-25,-1.6082191780821917,11.9
1983-05-26,-1.6054794520547946,6.5
1983-05-27,-1.6027397260273972,8.3
1983-05-28,-1.6,12.1
1983-05-29,-1.5972602739726027,9.3
1983-05-30,-1.5945205479452054,7.5
1983-05-31,-1.5917808219178082,9.3
1983-06-01,-1.5890410958904109,11.0
1983-06-02,-1.5863013698630137,10.8
1983-06-03,-1.5835616438356164,5.3
1983-06-04,-1.5808219178082192,7.6
1983-06-05,-1.5780821917808219,5.6
1983-06-06,-1.5753424657534247,7.2
1983-06-07,-1.5726027397260274,9.6
1983-06-08,-1.5698630136986302,7.0
1983-06-09,-1.5671232876712329,8.3
1983-06-10,-1.5643835616438355,7.8
1983-06-11,-1.5616438356164384,4.7
1983-06-12,-1.558904109589041,6.8
1983-06-13,-1.5561643835616439,7.2
1983-06-14,-1.5534246575342465,8.3
1983-06-15,-1.5506849315068494,9.5
1983-06-16,-1.547945205479452,4.7
1983-06-17,-1.5452054794520549,3.0
1983-06-18,-1.5424657534246575,1.5
1983-06-19,-1.5397260273972602,2.5
1983-06-20,-1.536986301369863,6.2
1983-06-21,-1.5342465753424657,11.6
1983-06-22,-1.5315068493150685,6.6
1983-06-23,-1.5287671232876712,6.6
1983-06-24,-1.526027397260274,8.0
1983-06-25,-1.5232876712328767,7.9
1983-06-26,-1.5205479452054795,3.3
1983-06-27,-1.5178082191780822,3.9
1983-06-28,-1.515068493150685,6.0
1983-06-29,-1.5123287671232877,4.0
1983-06-30,-1.5095890410958903,5.5
1983-07-01,-1.5068493150684932,8.5
1983-07-02,-1.5041095890410958,9.8
1983-07-03,-1.5013698630136987,9.5
1983-07-04,-1.4986301369863013,7.2
1983-07-05,-1.4958904109589042,8.1
1983-07-06,-1.4931506849315068,8.0
1983-07-07,-1.4904109589041097,8.5
1983-07-08,-1.4876712328767123,8.8
1983-07-09,-1.484931506849315,8.3
1983-07-10,-1.4821917808219178,2.4
1983-07-11,-1.4794520547945205,4.9
1983-07-12,-1.4767123287671233,5.9
1983-07-13,-1.473972602739726,6.7
1983-07-14,-1.4712328767123288,8.4
1983-07-15,-1.4684931506849315,6.5
1983-07-16,-1.4657534246575343,7.9
1983-07-17,-1.463013698630137,4.1
1983-07-18,-1.4602739726027398,5.4
1983-07-19,-1.4575342465753425,7.5
1983-07-20,-1.4547945205479451,3.9
1983-07-21,-1.452054794520548,2.5
1983-07-22,-1.4493150684931506,5.3
1983-07-23,-1.4465753424657535,6.6
1983-07-24,-1.4438356164383561,0.0
1983-07-25,-1.441095890410959,0.7
1983-07-26,-1.4383561643835616,7.6
1983-07-27,-1.4356164383561645,12.3
1983-07-28,-1.4328767123287671,9.2
1983-07-29,-1.4301369863013698,9.6
1983-07-30,-1.4273972602739726,9.5
1983-07-31,-1.4246575342465753,10.0
1983-08-01,-1.4219178082191781,7.7
1983-08-02,-1.4191780821917808,8.0
1983-08-03,-1.4164383561643836,8.3
1983-08-04,-1.4136986301369863,8.3
1983-08-05,-1.4109589041095891,4.5
1983-08-06,-1.4082191780821918,6.5
1983-08-07,-1.4054794520547946,9.4
1983-08-08,-1.4027397260273973,9.4
1983-08-09,-1.4,10.5
1983-08-10,-1.3972602739726028,10.7
1983-08-11,-1.3945205479452054,9.9
1983-08-12,-1.3917808219178083,7.6
1983-08-13,-1.389041095890411,5.8
1983-08-14,-1.3863013698630138,8.5
1983-08-15,-1.3835616438356164,13.8
1983-08-16,-1.3808219178082193,14.3
1983-08-17,-1.378082191780822,8.3
1983-08-18,-1.3753424657534246,5.3
1983-08-19,-1.3726027397260274,3.0
1983-08-20,-1.36986301369863,5.2
1983-08-21,-1.367123287671233,10.3
1983-08-22,-1.3643835616438356,11.1
1983-08-23,-1.3616438356164384,10.5
1983-08-24,-1.358904109589041,9.0
1983-08-25,-1.356164383561644,13.0
1983-08-26,-1.3534246575342466,6.4
1983-08-27,-1.3506849315068492,8.4
1983-08-28,-1.347945205479452,6.7
1983-08-29,-1.3452054794520547,8.3
1983-08-30,-1.3424657534246576,11.2
1983-08-31,-1.3397260273972602,10.0
1983-09-01,-1.336986301369863,10.1
1983-09-02,-1.3342465753424657,10.6
1983-09-03,-1.3315068493150686,10.9
1983-09-04,-1.3287671232876712,5.7
1983-09-05,-1.326027397260274,9.5
1983-09-06,-1.3232876712328767,10.4
1983-09-07,-1.3205479452054794,11.1
1983-09-08,-1.3178082191780822,12.2
1983-09-09,-1.3150684931506849,10.6
1983-09-10,-1.3123287671232877,8.8
1983-09-11,-1.3095890410958904,9.2
1983-09-12,-1.3068493150684932,5.5
1983-09-13,-1.3041095890410959,7.1
1983-09-14,-1.3013698630136987,6.5
1983-09-15,-1.2986301369863014,4.3
1983-09-16,-1.295890410958904,5.0
1983-09-17,-1.2931506849315069,11.2
1983-09-18,-1.2904109589041095,7.5
1983-09-19,-1.2876712328767124,12.0
1983-09-20,-1.284931506849315,13.6
1983-09-21,-1.2821917808219179,8.3
1983-09-22,-1.2794520547945205,8.5
1983-09-23,-1.2767123287671234,12.9
1983-09-24,-1.273972602739726,7.7
1983-09-25,-1.2712328767123289,7.6
1983-09-26,-1.2684931506849315,3.5
1983-09-27,-1.2657534246575342,10.4
1983-09-28,-1.263013698630137,15.4
1983-09-29,-1.2602739726027397,10.6
1983-09-30,-1.2575342465753425,9.6
1983-10-01,-1.2547945205479452,9.3
1983-10-02,-1.252054794520548,13.9
1983-10-03,-1.2493150684931507,7.7
1983-10-04,-1.2465753424657535,9.5
1983-10-05,-1.2438356164383562,7.6
1983-10-06,-1.2410958904109588,6.9
1983-10-07,-1.2383561643835617,6.8
1983-10-08,-1.2356164383561643,5.8
1983-10-09,-1.2328767123287672,6.0
1983-10-10,-1.2301369863013698,8.3
1983-10-11,-1.2273972602739727,9.1
1983-10-12,-1.2246575342465753,12.5
1983-10-13,-1.2219178082191782,13.2
1983-10-14,-1.2191780821917808,16.2
1983-10-15,-1.2164383561643837,12.5
1983-10-16,-1.2136986301369863,11.8
1983-10-17,-1.210958904109589,10.6
1983-10-18,-1.2082191780821918,10.0
1983-10-19,-1.2054794520547945,12.2
1983-10-20,-1.2027397260273973,8.9
1983-10-21,-1.2,10.3
1983-10-22,-1.1972602739726028,7.5
1983-10-23,-1.1945205479452055,11.6
1983-10-24,-1.1917808219178083,12.6
1983-10-25,-1.189041095890411,12.9
1983-10-26,-1.1863013698630136,11.7
1983-10-27,-1.1835616438356165,14.0
1983-10-28,-1.180821917808219,12.3
1983-10-29,-1.178082191780822,9.0
1983-10-30,-1.1753424657534246,9.2
1983-10-31,-1.1726027397260275,9.8
1983-11-01,-1.16986301369863,11.8
1983-11-02,-1.167123287671233,10.6
1983-11-03,-1.1643835616438356,12.6
1983-11-04,-1.1616438356164382,11.0
1983-11-05,-1.158904109589041,8.2
1983-11-06,-1.1561643835616437,7.5
1983-11-07,-1.1534246575342466,13.6
1983-11-08,-1.1506849315068493,14.8
1983-11-09,-1.1479452054794521,10.9
1983-11-10,-1.1452054794520548,7.7
1983-11-11,-1.1424657534246576,10.2
1983-11-12,-1.1397260273972603,10.8
1983-11-13,-1.1369863013698631,10.8
1983-11-14,-1.1342465753424658,12.5
1983-11-15,-1.1315068493150684,13.2
1983-11-16,-1.1287671232876713,8.7
1983-11-17,-1.126027397260274,5.7
1983-11-18,-1.1232876712328768,9.8
1983-11-19,-1.1205479452054794,7.3
1983-11-20,-1.1178082191780823,10.8
1983-11-21,-1.115068493150685,10.0
1983-11-22,-1.1123287671232878,16.2
1983-11-23,-1.1095890410958904,15.0
1983-11-24,-1.106849315068493,14.5
1983-11-25,-1.104109589041096,15.9
1983-11-26,-1.1013698630136985,14.9
1983-11-27,-1.0986301369863014,14.2
1983-11-28,-1.095890410958904,15.8
1983-11-29,-1.093150684931507,17.2
1983-11-30,-1.0904109589041096,17.6
1983-12-01,-1.0876712328767124,12.1
1983-12-02,-1.084931506849315,11.4
1983-12-03,-1.082191780821918,13.0
1983-12-04,-1.0794520547945206,13.2
1983-12-05,-1.0767123287671232,12.0
1983-12-06,-1.073972602739726,15.3
1983-12-07,-1.0712328767123287,12.7
1983-12-08,-1.0684931506849316,12.1
1983-12-09,-1.0657534246575342,13.8
1983-12-10,-1.063013698630137,10.9
1983-12-11,-1.0602739726027397,12.0
1983-12-12,-1.0575342465753426,16.5
1983-12-13,-1.0547945205479452,15.0
1983-12-14,-1.0520547945205478,11.2
1983-12-15,-1.0493150684931507,13.9
1983-12-16,-1.0465753424657533,15.0
1983-12-17,-1.0438356164383562,14.8
1983-12-18,-1.0410958904109588,15.0
1983-12-19,-1.0383561643835617,13.3
1983-12-20,-1.0356164383561643,20.4
1983-12-21,-1.0328767123287672,18.0
1983-12-22,-1.0301369863013699,12.2
1983-12-23,-1.0273972602739727,16.7
1983-12-24,-1.0246575342465754,13.8
1983-12-25,-1.021917808219178,17.5
1983-12-26,-1.0191780821917809,15.0
1983-12-27,-1.0164383561643835,13.9
1983-12-28,-1.0136986301369864,11.1
1983-12-29,-1.010958904109589,16.1
1983-12-30,-1.0082191780821919,20.4
1983-12-31,-1.0054794520547945,18.0
1984-01-01,-1.0027397260273974,19.5
1984-01-02,-1.0,17.1
1984-01-03,-0.9972602739726028,17.1
1984-01-04,-0.9945205479452055,12.0
1984-01-05,-0.9917808219178083,11.0
1984-01-06,-0.989041095890411,16.3
1984-01-07,-0.9863013698630136,16.1
1984-01-08,-0.9835616438356164,13.0
1984-01-09,-0.9808219178082191,13.4
1984-01-10,-0.9780821917808219,15.2
1984-01-11,-0.9753424657534246,12.5
1984-01-12,-0.9726027397260274,14.3
1984-01-13,-0.9698630136986301,16.5
1984-01-14,-0.9671232876712329,18.6
1984-01-15,-0.9643835616438357,18.0
1984-01-16,-0.9616438356164384,18.2
1984-01-17,-0.958904109589041,11.4
1984-01-18,-0.9561643835616438,11.9
1984-01-19,-0.9534246575342465,12.2
1984-01-20,-0.9506849315068493,14.8
1984-01-21,-0.947945205479452,13.1
1984-01-22,-0.9452054794520548,12.7
1984-01-23,-0.9424657534246575,10.5
1984-01-24,-0.9397260273972603,13.8
1984-01-25,-0.936986301369863,18.8
1984-01-26,-0.9342465753424658,13.9
1984-01-27,-0.9315068493150684,11.2
1984-01-28,-0.9287671232876712,10.6
1984-01-29,-0.9260273972602739,14.7
1984-01-30,-0.9232876712328767,13.1
1984-01-31,-0.9205479452054794,12.1
1984-02-01,-0.9178082191780822,14.7
1984-02-02,-0.915068493150685,11.1
1984-02-03,-0.9123287671232877,13.0
1984-02-04,-0.9095890410958904,15.6
1984-02-05,-0.9068493150684932,14.2
1984-02-06,-0.9041095890410958,15.5
1984-02-07,-0.9013698630136986,18.0
1984-02-08,-0.8986301369863013,15.0
1984-02-09,-0.8958904109589041,15.9
1984-02-10,-0.8931506849315068,15.5
1984-02-11,-0.8904109589041096,15.8
1984-02-12,-0.8876712328767123,16.6
1984-02-13,-0.8849315068493151,13.6
1984-02-14,-0.8821917808219178,13.8
1984-02-15,-0.8794520547945206,14.6
1984-02-16,-0.8767123287671232,15.6
1984-02-17,-0.873972602739726,16.6
1984-02-18,-0.8712328767123287,14.3
1984-02-19,-0.8684931506849315,16.3
1984-02-20,-0.8657534246575342,18.9
1984-02-21,-0.863013698630137,18.7
1984-02-22,-0.8602739726027397,14.5
1984-02-23,-0.8575342465753425,16.5
1984-02-24,-0.8547945205479452,14.1
1984-02-25,-0.852054794520548,13.5
1984-02-26,-0.8493150684931506,11.7
1984-02-27,-0.8465753424657534,15.1
1984-02-28,-0.8438356164383561,11.2
1984-02-29,-0.8410958904109589,13.5
1984-03-01,-0.8383561643835616,12.6
1984-03-02,-0.8356164383561644,8.8
1984-03-03,-0.8328767123287671,10.5
1984-03-04,-0.8301369863013699,12.1
1984-03-05,-0.8273972602739726,14.5
1984-03-06,-0.8246575342465754,19.5
1984-03-07,-0.821917808219178,14.0
1984-03-08,-0.8191780821917808,13.8
1984-03-09,-0.8164383561643835,10.5
1984-03-10,-0.8136986301369863,13.8
1984-03-11,-0.810958904109589,11.4
1984-03-12,-0.8082191780821918,15.6
1984-03-13,-0.8054794520547945,11.1
1984-03-14,-0.8027397260273973,12.1
1984-03-15,-0.8,14.2
1984-03-16,-0.7972602739726027,10.9
1984-03-17,-0.7945205479452054,14.2
1984-03-18,-0.7917808219178082,13.8
1984-03-19,-0.7890410958904109,15.1
1984-03-20,-0.7863013698630137,14.0
1984-03-21,-0.7835616438356164,12.1
1984-03-22,-0.7808219178082192,13.8
1984-03-23,-0.7780821917808219,16.6
1984-03-24,-0.7753424657534247,17.8
1984-03-25,-0.7726027397260274,9.4
1984-03-26,-0.7698630136986301,10.2
1984-03-27,-0.7671232876712328,7.4
1984-03-28,-0.7643835616438356,8.7
1984-03-29,-0.7616438356164383,14.0
1984-03-30,-0.7589041095890411,15.3
1984-03-31,-0.7561643835616438,11.1
1984-04-01,-0.7534246575342466,9.7
1984-04-02,-0.7506849315068493,10.3
1984-04-03,-0.7479452054794521,9.2
1984-04-04,-0.7452054794520548,8.2
1984-04-05,-0.7424657534246575,9.7
1984-04-06,-0.7397260273972602,12.4
1984-04-07,-0.736986301369863,12.5
1984-04-08,-0.7342465753424657,9.0
1984-04-09,-0.7315068493150685,9.7
1984-04-10,-0.7287671232876712,10.1
1984-04-11,-0.726027397260274,11.2
1984-04-12,-0.7232876712328767,12.0
1984-04-13,-0.7205479452054795,11.1
1984-04-14,-0.7178082191780822,10.8
1984-04-15,-0.7150684931506849,12.8
1984-04-16,-0.7123287671232876,9.8
1984-04-17,-0.7095890410958904,13.7
1984-04-18,-0.7068493150684931,11.0
1984-04-19,-0.7041095890410959,13.2
1984-04-20,-0.7013698630136986,13.0
1984-04-21,-0.6986301369863014,10.2
1984-04-22,-0.6958904109589041,13.2
1984-04-23,-0.6931506849315069,9.3
1984-04-24,-0.6904109589041096,11.1
1984-04-25,-0.6876712328767123,10.3
1984-04-26,-0.684931506849315,8.7
1984-04-27,-0.6821917808219178,11.7
1984-04-28,-0.6794520547945205,12.5
1984-04-29,-0.6767123287671233,6.5
1984-04-30,-0.673972602739726,9.6
1984-05-01,-0.6712328767123288,13.8
1984-05-02,-0.6684931506849315,14.7
1984-05-03,-0.6657534246575343,9.1
1984-05-04,-0.663013698630137,4.8
1984-05-05,-0.6602739726027397,3.3
1984-05-06,-0.6575342465753424,3.5
1984-05-07,-0.6547945205479452,5.7
1984-05-08,-0.6520547945205479,5.5
1984-05-09,-0.6493150684931507,7.0
1984-05-10,-0.6465753424657534,9.5
1984-05-11,-0.6438356164383562,9.9
1984-05-12,-0.6410958904109589,4.9
1984-05-13,-0.6383561643835617,6.3
1984-05-14,-0.6356164383561644,4.8
1984-05-15,-0.6328767123287671,6.2
1984-05-16,-0.6301369863013698,7.1
1984-05-17,-0.6273972602739726,7.5
1984-05-18,-0.6246575342465753,9.4
1984-05-19,-0.6219178082191781,8.7
1984-05-20,-0.6191780821917808,9.5
1984-05-21,-0.6164383561643836,12.1
1984-05-22,-0.6136986301369863,9.5
1984-05-23,-0.6109589041095891,9.3
1984-05-24,-0.6082191780821918,8.5
1984-05-25,-0.6054794520547945,8.0
1984-05-26,-0.6027397260273972,9.8
1984-05-27,-0.6,6.2
1984-05-28,-0.5972602739726027,7.3
1984-05-29,-0.5945205479452055,10.9
1984-05-30,-0.5917808219178082,10.0
1984-05-31,-0.589041095890411,8.7
1984-06-01,-0.5863013698630137,9.0
1984-06-02,-0.5835616438356165,10.8
1984-06-03,-0.5808219178082191,12.4
1984-06-04,-0.5780821917808219,7.2
1984-06-05,-0.5753424657534246,7.2
1984-06-06,-0.5726027397260274,11.1
1984-06-07,-0.5698630136986301,9.3
1984-06-08,-0.5671232876712329,10.1
1984-06-09,-0.5643835616438356,3.9
1984-06-10,-0.5616438356164384,5.0
1984-06-11,-0.5589041095890411,8.2
1984-06-12,-0.5561643835616439,2.8
1984-06-13,-0.5534246575342465,4.3
1984-06-14,-0.5506849315068493,8.1
1984-06-15,-0.547945205479452,11.1
1984-06-16,-0.5452054794520548,4.7
1984-06-17,-0.5424657534246575,5.3
1984-06-18,-0.5397260273972603,10.0
1984-06-19,-0.536986301369863,5.6
1984-06-20,-0.5342465753424658,2.2
1984-06-21,-0.5315068493150685,7.1
1984-06-22,-0.5287671232876713,8.3
1984-06-23,-0.5260273972602739,8.6
1984-06-24,-0.5232876712328767,10.1
1984-06-25,-0.5205479452054794,8.3
1984-06-26,-0.5178082191780822,7.2
1984-06-27,-0.5150684931506849,7.7
1984-06-28,-0.5123287671232877,7.8
1984-06-29,-0.5095890410958904,9.1
1984-06-30,-0.5068493150684932,9.4
1984-07-01,-0.5041095890410959,7.8
1984-07-02,-0.5013698630136987,2.6
1984-07-03,-0.4986301369863014,2.4
1984-07-04,-0.4958904109589041,3.9
1984-07-05,-0.4931506849315068,1.3
1984-07-06,-0.4904109589041096,2.1
1984-07-07,-0.4876712328767123,7.4
1984-07-08,-0.4849315068493151,7.2
1984-07-09,-0.4821917808219178,8.8
1984-07-10,-0.4794520547945205,8.9
1984-07-11,-0.4767123287671233,8.8
1984-07-12,-0.473972602739726,8.0
1984-07-13,-0.4712328767123288,0.7
1984-07-14,-0.4684931506849315,0.1
1984-07-15,-0.4657534246575342,0.9
1984-07-16,-0.46301369863013697,7.8
1984-07-17,-0.4602739726027397,7.2
1984-07-18,-0.4575342465753425,8.0
1984-07-19,-0.4547945205479452,4.6
1984-07-20,-0.4520547945205479,5.2
1984-07-21,-0.44931506849315067,5.8
1984-07-22,-0.4465753424657534,6.8
1984-07-23,-0.4438356164383562,8.1
1984-07-24,-0.4410958904109589,7.5
1984-07-25,-0.4383561643835616,5.4
1984-07-26,-0.43561643835616437,4.6
1984-07-27,-0.4328767123287671,6.4
1984-07-28,-0.4301369863013699,9.7
1984-07-29,-0.4273972602739726,7.0
1984-07-30,-0.4246575342465753,10.0
1984-07-31,-0.42191780821917807,10.6
1984-08-01,-0.4191780821917808,11.5
1984-08-02,-0.41643835616438357,10.2
1984-08-03,-0.4136986301369863,11.1
1984-08-04,-0.410958904109589,11.0
1984-08-05,-0.40821917808219177,8.9
1984-08-06,-0.4054794520547945,9.9
1984-08-07,-0.40273972602739727,11.7
1984-08-08,-0.4,11.6
1984-08-09,-0.3972602739726027,9.0
1984-08-10,-0.39452054794520547,6.3
1984-08-11,-0.3917808219178082,8.7
1984-08-12,-0.38904109589041097,8.5
1984-08-13,-0.3863013698630137,8.5
1984-08-14,-0.3835616438356164,8.0
1984-08-15,-0.38082191780821917,6.0
1984-08-16,-0.3780821917808219,8.0
1984-08-17,-0.37534246575342467,8.5
1984-08-18,-0.3726027397260274,7.7
1984-08-19,-0.3698630136986301,8.4
1984-08-20,-0.36712328767123287,9.0
1984-08-21,-0.3643835616438356,8.3
1984-08-22,-0.36164383561643837,6.8
1984-08-23,-0.3589041095890411,9.3
1984-08-24,-0.3561643835616438,6.7
1984-08-25,-0.35342465753424657,9.0
1984-08-26,-0.3506849315068493,7.3
1984-08-27,-0.34794520547945207,6.3
1984-08-28,-0.3452054794520548,7.9
1984-08-29,-0.3424657534246575,5.2
1984-08-30,-0.33972602739726027,9.0
1984-08-31,-0.336986301369863,11.3
1984-09-01,-0.33424657534246577,9.2
1984-09-02,-0.3315068493150685,11.3
1984-09-03,-0.3287671232876712,7.0
1984-09-04,-0.32602739726027397,8.0
1984-09-05,-0.3232876712328767,4.6
1984-09-06,-0.32054794520547947,8.5
1984-09-07,-0.3178082191780822,9.5
1984-09-08,-0.3150684931506849,9.4
1984-09-09,-0.31232876712328766,10.5
1984-09-10,-0.3095890410958904,9.7
1984-09-11,-0.30684931506849317,4.9
1984-09-12,-0.3041095890410959,8.0
1984-09-13,-0.3013698630136986,5.8
1984-09-14,-0.29863013698630136,5.5
1984-09-15,-0.2958904109589041,10.9
