website_name,text
amazon,A pretty good product.
amazon,Everything worked on the first try.The device was certainly engineered in a clever way and the construction feels good.
amazon,The sound quality is good and functionality is awesome.
amazon,This is simply the BEST bluetooth headset for sound quality!
amazon,Incredible!.
amazon,Timely shipment and quality product.
amazon,"I have only had it for a few weeks, but so far, so good."
amazon,So I bought about 10 of these and saved alot of money.
amazon,You'll love how thin it is.
amazon,Magical Help.
amazon,My Sanyo has survived dozens of drops on blacktop without ill effect.
amazon,"Clear Skype Calls, Long Battery Life, Long Range."
amazon,We would recommend these to others.
amazon,Lately they have been extremely nice and helpful on the phone.
amazon,much better than the hard plastic cases.
amazon,"I would definitely recommend the Jabra BT250v for those who are looking for comfort, clarity and a great price!"
amazon,I love all the features and form factor.
amazon,Works great!.
amazon,Restored my phone to like new performance.
amazon,Better Than New.
amazon,Great product and price.
amazon,Really good product.
amazon,I great reception all the time.
amazon,I love being able to use one headset for both by land-line and cell.
amazon,I highly recommend these and encourage people to give them a try.
amazon,"I had ordered a motorola data cable, got a very well finished and working product."
amazon,This phone is very fast with sending any kind of messages and web browsing is significantly faster than previous phones i have used.
amazon,Portable and it works.
amazon,It worked very well.
amazon,I found the product to be easy to set up and use.
amazon,The company shipped my product very promptly and it works well.
amazon,"Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch."
amazon,I highly recommend this modest priced cellular phone.
amazon,Very prompt service.
amazon,And I just love the colors!
amazon,"Fits comfortably, came with three sizes of earbud tips."
amazon,"I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source."
amazon,I gave it 5 stars because of the sound quality.
amazon,Good case!.
amazon,Great case and price!
amazon,"I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better."
amazon,This phone is slim and light and the display is beautiful.
amazon,"I connected my wife's bluetooth,(Motorola HS850) to my phone and it worked like a charm whether the phone was in my pocket or the case."
amazon,"The seller is very understanding and patient, I would definitely buy from them again."
amazon,Battery life is also great!
amazon,Great Phone.
amazon,The case is great and works fine with the 680.
amazon,clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.
amazon,"good item, low price."
amazon,Very easy to use.
amazon,"I love my 350 headset.. My Jabra350 bluetooth headset is great, the reception is very good and the ear piece is a comfortable fit."
amazon,Nice Sound.
amazon,I got this phone on reccomendation from a relative and I'm glad I did.
amazon,I wear glasses and it fits fine with them.
amazon,This frog phone charm is adorable and very eye catching.
amazon,"very good product, well made."
amazon,This case seems well made.
amazon,I'm using it with an iriver SPINN (with case) and it fits fine.
amazon,The best electronics of the available FM Transmitters.
amazon,I highly recommend this case.
amazon,Thanks again to Amazon for having the things I need for a good price!
amazon,Great audio!.
amazon,"This case has passed the one year mark and while it shows signs of wear, it is 100% functional."
amazon,It is simple to use and I like it.
amazon,You can't beat the price on these.
amazon,"Because both ears are occupied, background is not distracting at all."
amazon,I bought this to use with my Kindle Fire and absolutely loved it!
amazon,Will order from them again!
amazon,Good transmit audio.
amazon,"In the span of an hour, I had two people exclaim ""Whoa - is that the new phone on TV?!?"
amazon,Really pleased with this product so far.
amazon,"Sounds good reasonably priced and effective, Its that simple !"
amazon,Now I know that I made a wise decision.
amazon,Love this headset!
amazon,Excellent sound quality.
amazon,Very satisifed with that.
amazon,"I've dropped my phone more times than I can say, even on concrete and my phone is still great (knock on wood!)."
amazon,"It is very comfortable to wear as well, which is probably the most important aspect about using a case."
amazon,I did not have any problem with this item and would order it again if needed.
amazon,I even dropped this phone into a stream and it was submerged for 15 seconds and it still works great!
amazon,Excellent product for the price.
amazon,":-)Oh, the charger seems to work fine."
amazon,I love this cable - it allows me to connect any mini-USB device to my PC.
amazon,best bluetooth on the market.
amazon,)Setup couldn't have been simpler.
amazon,THey are so cool!
amazon,I was able to do voice dialing in the car with no problem.
amazon,"Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day."
amazon,I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.
amazon,Great software for Motorolas.
amazon,Integrated seamlessly with the Motorola RAZR phone.
amazon,Works great.
amazon,Great phone.
amazon,Great Hands Free Device.
amazon,Appears to actually outperform the original battery from China that came with my V325i.
amazon,"No ear loop needed, it's tiny and the sound is great."
amazon,"I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!"
amazon,I'm happy about this purchase- good quality and low price.
amazon,2 thumbs up to this seller
amazon,"It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did."
amazon,"Good case, Excellent value."
amazon,Made very sturdy.
amazon,The voice recognition thru the handset is excellent.
amazon,Just what I wanted.
amazon,I love this phone!.
amazon,Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).
amazon,The accompanied software is almost brilliant.
amazon,"I searched the Internet, and found this one to be the best value."
amazon,Product is exactly as described.
amazon,I have tried these cables with my computer and my iPod and it works just fine.
amazon,It's been my choice headset for years.Great sound; good volume; good noise cancellation.
amazon,Voice recognition is tremendous!
amazon,"great headset, very impressed - H500."
amazon,"The color is even prettier than I thought it would be, and the graphics are incredibly sharp."
amazon,Love this product.
amazon,My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.
amazon,It is so small and you don't even realize that it is there after a while of getting used to it.
amazon,EXCELLENT SERVICE!!!!!!!!.
amazon,"It holds a charge for a long time, is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous."
amazon,I am very happy
amazon,This is definitely a must have if your state does not allow cell phone usage while driving.
amazon,It is easy to turn on and off when you are in the car and the volume controls are quite accessable.
amazon,"Just really good.. So far, probably the best BT headset I have ever had."
amazon,"The range is very decent, I've been able to roam around my house with the phone in the living room with no reception/sound quality issues."
amazon,Excellent bluetooth headset.
amazon,All in all I think it was a good investment.
amazon,The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.
amazon,I own 2 of these cases and would order another.
amazon,Awsome Device Works Great!!.
amazon,This little device has transformed my organizational capability and made my life a whole lot easier.
amazon,Great Phone.
amazon,One of my favorite purchases ever.
amazon,This product is ideal for people like me whose ears are very sensitive.
amazon,This is a great product..... sure beats using your fingers!.
amazon,lightweight and works well.
amazon,It looks very nice.
amazon,I wear it everyday and it holds up very well.
amazon,The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.
amazon,"you can even take self portraits with the outside (exterior) display, very cool."
amazon,"I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!"
amazon,"But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone."
amazon,An Awesome New Look For Fall 2000!.
amazon,We have gotten a lot of compliments on it.
amazon,It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.
amazon,Great product.
amazon,Works for me.
amazon,It is a joy to use.
amazon,"Excellent sound, battery life and inconspicuous to boot!."
amazon,Any ring tone..Overall good phone to buy..
amazon,"Great price, too!"
amazon,The mic is great.
amazon,Product was excellent and works better than the verizon one and Boy was it cheaper!
amazon,"Good , works fine."
amazon,Everything about it is fine and reasonable for the price i.e.
amazon,I was very impressed with the price of the cases.
amazon,O my gosh the best phone I have ever had.
amazon,fast service.
amazon,Absolutely great.
amazon,This is a beautiful phone.
amazon,"Pros:-Good camera - very nice pictures , also has cool styles like black and white, and more."
amazon,Works great!.
amazon,"Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection."
amazon,"I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting."
amazon,A lot of websites have been rating this a very good phone and so do I.
amazon,cool phone.
amazon,I usually don't like headbands but this one is very lightweight & doesn't mess up my hair.
amazon,I've owned this phone for 7 months now and can say that it's the best mobile phone I've had.
amazon,Its the best headset I have used.
amazon,Excellent hands free tool.
amazon,"Otherwise, easy to install and use, clear sound."
amazon,"* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!"
amazon,I'm still infatuated with this phone.
amazon,"I am pairing this with my iphone, and I could not be happier with it so far."
amazon,Would recommend this item.
amazon,Keep up the good work Amazon!!
amazon,"Well packaged, arrived on time, and works as intended."
amazon,"but it is great, i would really recommend it"
amazon,"very clear, quality sound and you don't have to mess with the sound on your iPod since you have the sound buttons on the headset."
amazon,"Sound quality on both end is excellent, I use headset to call my wife and ask my wife to use headset to call me !2."
amazon,Gets the job done.
amazon,Happy so far!.
amazon,This is a great phone!.
amazon,Protects the phone on all sides.
amazon,Very wind-resistant.
amazon,Has been working great.
amazon,I love this bluetooth!
amazon,Also makes it easier to hold on to.
amazon,I would recommend it.
amazon,It's a great item.
amazon,Mobile Phone Tools are a must have.
amazon,Great price also!
amazon,"The ""1.2"" mega pixel camera, being a part of a phone, is reasonably good7."
amazon,"That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well."
amazon,I have been very happy with the 510 and have had NO complaints from any one regarding my sound quality on their end.
amazon,Best headset ever!!!.
amazon,Crisp and Clear.
amazon,They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.
amazon,The battery works great!
amazon,They keep getting better and better (this is my third one and I've had numerous Palms too).
amazon,"The tracfonewebsite is user friendly and makes it easy toactivate, etc."
amazon,Worked perfectly!
amazon,Linked to my phone without effort.
amazon,A usable keyboard actually turns a PDA into a real-world useful machine instead of just a neat gadget.
amazon,Excellent dual-purpose headset.
amazon,"I like the fact that it rests lightly against your ear, rather than inside."
amazon,Very pleased with this headset.
amazon,Very happy with this product.
amazon,These are certainly very comfortable and functionality is decent.
amazon,"Good product, good seller."
amazon,These are fabulous!
amazon,So far it has worked like a charm.
amazon,Nice headset priced right.
imdb,"I wish I could enter negative values, admins?  "
imdb,"The casting is also horrible, cause all you see is a really really BAD Actors, period.  "
imdb,"The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.  "
imdb,Now we were chosen to be tortured with this disgusting piece of blatant American propaganda.  
imdb,Graphics is far from the best part of the game.  
imdb,It's one of the most boring Horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.  
imdb,"Again, lame.  "
imdb,Glad I didn't pay to see it.  
imdb,But the premise of the film was so ridiculous: that the President of the U.S.  
imdb,"At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.  "
imdb,Exceptionally bad!  
imdb,"But the convoluted plot just didn't convince me, and much of the film was watched with a weird, questioning glance.  "
imdb,"But she is still a bad actress, repeating her robotic face moves in each of her pictures.  "
imdb,At no point in the proceedings does it look remotely like America.  
imdb,"But whatever it was that cost them so much, it didn't translate to quality, that's for sure.  "
imdb,When I saw it in the theater I thought I was going to be sick.  
imdb,"It's a mediocre, miserable, hollow, laughable and predictable piece of garbage.  "
imdb,"The very idea of it was lame - take a minor character from a mediocre PG-13 film, and make a complete non-sequel while changing its tone to a PG-rated family movie.  "
imdb,"I cannot believe that the actors agreed to do this ""film"".  "
imdb,NOBODY identifies with these characters because they're all cardboard cutouts and stereotypes (or predictably reverse-stereotypes).  
imdb,To call this movie a drama is ridiculous!  
imdb,My only problem is I thought the actor playing the villain was a low rent Michael Ironside.  
imdb,"Regrettably, the film fails.  "
imdb,"This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.  "
imdb,"To sum the film up, ""Breeders"" is a terrible, cheaply made horror movie that should be avoided like the Ebola virus.  "
imdb,"Wow, what a bad film.  "
imdb,"Bela Lugosi was totally extraneous, intoning odd lines.  "
imdb,& That movie was bad.  
imdb,"IMDB ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.  "
imdb,That was done in the second movie.  
imdb,Not a pleasant voyage of self-discovery.  
imdb,Everything Captain Howdy says is either laughable or just plain stupid.  
imdb,In particular the relationship between the bakery assistant and the waitress just didn't work for me at all.  
imdb,Wasted two hours.  
imdb,"There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.  "
imdb,"Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show.  "
imdb,The script is horrendously stupid.  
imdb,One of the most disappointing aspects is the lack of notable gore.  
imdb,I felt as though her going to Ireland did absolutely nothing whatsoever.  
imdb,All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.  
imdb,There is no plot here to keep you going in the first place.  
imdb,Final Word: This Show is a real torture!!  
imdb,Lucy Bell is so much higher than this crap and for her to sink this low is quite depressing.  
imdb,"The plot, such as it is, is so derivative and predictable that the ending is like a mercy killing.  "
imdb,"A truly, truly bad film.  "
imdb,The directing seems too pretentious.  
imdb,"But this movie is not funny, considering the ridiculousness of it.  "
imdb,Summary: The witticisms weren't witty.  
imdb,Avoid at any and all costs.  
imdb,"The movie lacks visual interest, drama, expression of feeling, and celebration of the very patriotism that underlines the narrative.  "
imdb,"Top line: Don't waste your time and money on this one, its as bad as it comes.  "
imdb,I highly doubt that anyone could ever like this trash.  
imdb,The football scenes at the end were perplexing.  
imdb,"It is an hour and half waste of time, following a bunch of very pretty high schoolers whine and cry about life.  "
imdb,DELETE this film from your mind!  
imdb,Avoid this film at all costs.  
imdb,The only thing worse than Taylor's acting was Stanwyck's singing.  
imdb,Now this is a movie I really dislike.  
imdb,There are the usual Hitchcock logic flaws.  
imdb,") very bad performance plays Angela Bennett, a computer expert who is at home all the time.  "
imdb,"Yes, I am simplifying things here for the sake of brevity, for this really is at the core of the problems with this film - it has too much going on without any real, fulfilling explanation.  "
imdb,Even the squibs look awful.  
imdb,The script iswas there a script?  
imdb,The character developments also lacked in depth.  
imdb,"Utterly without merit on any level, this is akin to torture.  "
imdb,This movie is BAD.  
imdb,Ironically I mostly find his films a total waste of time to watch.  
imdb,How awful she is!  
imdb,"It didn't make me scared, horrified, or make me sympathetic towards the characters; it was simply annoying.  "
imdb,The story is beyond stupid.  
imdb,The characters were very 'stagey' and the storyline was a lot like a stage farce.  
imdb,It is just the sort of pap that is screened in the afternoon to punish the unemployed for not having jobs.  
imdb,I was very disappointed in the movie.  
imdb,The visual effects were AWFUL.  
imdb,All in all its an insult to one's intelligence and a huge waste of money.  
imdb,End of Days is one of the worst big-budget action movies I've ever seen.  
imdb,This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.  
imdb,1/10 - and only because there is no setting for 0/10.  
imdb,The Foreigner is not worth one second of your time.  
imdb,I'm translating movies for a living and this is the first movie in my 5-year working experience that I found offensive to my intelligence.  
imdb,"Not frightening in the least, and barely comprehensible.  "
imdb,It's so bad it's actually worth seeing just for that reason.  
imdb,"The bipolarity of the ruthless thug (one minute a ruthless killer, the next minute a Luv's diaper commercial) is completely unconvincing.  "
imdb,there is no real plot.  
imdb,The story itself is just predictable and lazy.  
imdb,"The sets are so bad, they wouldn't look out of place on a Thunderbirds episode.  "
imdb,There was absolutely no warmth or charm to these scenes or characters.  
imdb,"I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!  "
imdb,The dialogue is composed of things that make little sense.  
imdb,"A very, very, very slow-moving, aimless movie about a distressed, drifting young man.  "
imdb,It is not good.  
imdb,The stories were as unbelievable as the actors.  
imdb,You'd have to have the IQ of particularly stupid mollusk not to see that one coming.  
imdb,If it was to turn my good day feeling into a night of disturbing memories than I guess he succeeded.  
imdb,"I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.  "
imdb,The concert sequences just sucked.  
imdb,Also the story and acting were weak.  
imdb,Everything about this movie is stupid.  
imdb,I literally vomited while watching this film.  
imdb,"Full of unconvincing cardboard characters it is blandly written by Edward Chodorov, who also produced, and is surprisingly directed by Jean Negulesco from whom one would expect a great deal more.  "
imdb,"If this premise sound stupid, that's because it is.  "
imdb,"The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???  "
imdb,The awful dialogue and hopeless overacting by everyone who gets shot top off a real waste of space and time.  
imdb,But what really made it unwatchable was the direction.  
imdb,The film looks cheap and bland.  
imdb,I mean this in a terrible way.  
imdb,"Oh yeah, and the storyline was pathetic too.  "
imdb,I was bored throughout the whole damn thing.  
imdb,"This movie is a solid example of a bad plot and a very, very bad idea all the way.  "
imdb,"In a word, it is embarrassing.  "
imdb,"In conclusion, I will not bother with this movie because a volcano in Los Angeles is nothing but nonsense.  "
imdb,The plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.  
imdb,I certainly do not mean this distinction in a good way.  
imdb,And generally the lines and plot is weaker than the average episode.  
imdb,"I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning.  "
imdb,"Victor McLaglen was even bad, and Brian DonLevy was almost unrecognizable.  "
imdb,"These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination.  "
imdb,It was a good thing that the tickets only cost five dollars because I would be mad if I'd have paid $7.50 to see this crap.  
imdb,Avoid at ALL costs!  
imdb,What on earth is Irons doing in this film?  
imdb,Whatever prompted such a documentary is beyond me!  
imdb,I couldn't take them seriously.  
imdb,"About 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo-Satanic gibberish corny enough to make a teen Goth blush, almost always in Olde English, and sometimes in Latin that may or may not be made up words.  "
imdb,Horrible!  
imdb,The directing is sloppy at best.  
imdb,"There was NO chemistry between Ben Affleck and Sandra Bullock in this film, and I couldn't understand why he would consider even leaving his wife-to-be for this chick that he supposedly was knocked out by.  "
imdb,"If you see it, you should probably just leave it on the shelf.  "
imdb,"And, FINALLY, after all that, we get to an ending that would've been great had it been handled by competent people and not Jerry Falwell.  "
imdb,Too politically correct.  
imdb,"I wasn't expecting Oscar material, but this?  "
imdb,Rating: 0/10 (Grade: Z) Note: The Show Is So Bad That Even Mother Of The Cast Pull Her Daughter Out Of The Show.  
imdb,The jerky camera movements were also annoying.  
imdb,A bit predictable.  
imdb,(very serious spoilers) this movie was a huge disappointment.  
imdb,"Crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.  "
imdb,I wasn't the least bit interested.  
imdb,The fish is badly made and some of its underwater shots are repeated a thousand times in the film.  
imdb,I just got bored watching Jessice Lange take her clothes off!  
imdb,From here on the Widmark character turns unintentionally comical!  
imdb,"This is one I did not have, but I watched it recently on Fox Movie Channel, and was very disappointed.  "
imdb,The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.  
imdb,Highly unrecommended.  
imdb,"Let's start with all the problemsthe acting, especially from the lead professor, was very, very bad.  "
imdb,"It's an empty, hollow shell of a movie.  "
imdb,Filmiing was less expansive.  
imdb,I'm so sorry but I really can't recommend it to anyone.  
imdb,Watching washing machine twirling around wouldn't hurt your eyes as much as this show.  
imdb,The story starts too fast with absolutely no suspense or build-up in the slightest.  
imdb,"I'm glad this pretentious piece of s*** didn't do as planned by the Dodge stratus Big Shots... It's gonna help movie makers who aren't in the very restrained ""movie business"" of Québec.  "
imdb,There was NOTHING believable about it at all.  
imdb,I never walked out of a movie faster.  
imdb,He surely doesn't know how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.  
imdb,"By the time the film ended, I not only disliked it, I despised it.  "
imdb,"I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.  "
imdb,You can find better movies at youtube.  
imdb,THERE IS NO PLOT OR STORYLINE!!  
imdb,"How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it's ALL wrong.  "
imdb,This is definitely one of the bad ones.  
imdb,"Yeah, the movie pretty much sucked.  "
imdb,"The plot doesn't hang together at all, and the acting is absolutely appalling.  "
imdb,"Lewis Black's considerable talent is wasted here too, as he is at his most incendiary when he is unrestrained, which the PG-13 rating certainly won't allow.  "
imdb,Never heard of any of them except Cole who was totally unbelievable in the part.  
imdb,"His co-stars don't fare much better, with people like Morgan Freeman, Jonah Hill, and Ed Helms just wasted.  "
imdb,This one just fails to create any real suspense.  
imdb,"Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.  "
imdb,This totally UNfunny movie is so over the top and pathetic and unrealistic that throughout the whole 90 minutes of utter torture I probably looked at my watch about 70000 times!  
imdb,An hour and a half I wish I could bring back.  
imdb,"Considering the relations off screen between Taylor and Stanwyck, it was surprising how little chemistry there was on screen between the two of them.  "
imdb,"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  "
imdb,One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.  
imdb,There's also enough hypocrisy in this film to make me vomit.  
imdb,"The ""explosion"" of the Gas tanks at the end was just as awful.  "
imdb,"Another thing I didn't really like is when a character got punched in the face, a gallon of blood would spew forth soon after.  "
imdb,It's a case of 'so bad it is laughable'.  
imdb,"This movie is so mind-bendingly awful, it couldn't have even been created.  "
imdb,"Aside from it's terrible lead, this film has loads of other debits.  "
imdb,I can't believe there's even a sequel to this!  
imdb,So bad...well...it's just bad.  
imdb,"This one wants to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.  "
imdb,"Only like 3 or 4 buildings used, a couple of locations MAYBE, & poor hummh!  "
imdb,The poor actors.  
imdb,Then the film just dropped the ball.  
imdb,But even the talented Carrell can't save this.  
imdb,I am not a filmmaker nor am I a director but I would hide my head in the sand if I'd spent whatever amount of money and time on this movie.  
imdb,The least said about the acting the better.  
imdb,"At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.  "
imdb,"Worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who's working on a story on the anniversary of the killings.  "
imdb,I hate writing bad reviews about films - especially those in which I really like the star - but this film is so bad I don't believe for one second that anyone could have been proud of it.  
imdb,"Even when the women finally show up, there is no sign of improvement; the most expected things happen and by the time the film is over, you might be far asleep.  "
imdb,"Hackneyed writing, certainly, but made even worse by the bad directing.  "
imdb,It failed to convey the broad sweep of landscapes that were a great part of the original.  
imdb,The only place good for this film is in the garbage.  
imdb,That's how I'd describe this painfully dreary time-waster of a film.  
imdb,The CG opening sequence in space looked like it could have been created on Microsoft Slideshow for God's sake!  
imdb,The lead man is charisma-free.  
imdb,"Things happen, characters personalities change, plot twists occur for no real reason other than that script calls for it.  "
imdb,It will drive you barking mad!  
imdb,It is shameful.  
imdb,It's a shame to see good actors like Thomerson and James make a living in a mess like this.  
imdb,I thought it was bad.  
imdb,Nothing new there.  
imdb,I am a fan of his ... This movie sucked really bad.  
imdb,"In fact, this stinker smells like a direct-to-video release.  "
imdb,But other than that the movie seemed to drag and the heroes didn't really work for their freedom.  
imdb,"first of all, there are enough racial stereotypes and racial jokes to offend everyone.  "
imdb,I had to walk out of the theatre for a few minutes just to get some relief!  
imdb,"He can bore you to pieces, and kill the momentum of a movie, quicker than anyone else.  "
imdb,Almost all of the songs in Cover Girl are old-fashioned and not very tuneful.  
imdb,There were too many close ups.  
imdb,"Regardless, the film fails on most levels.  "
imdb,"On the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.  "
imdb,"You can't relate with them, hell you barely can understand them.  "
imdb,"Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.  "
imdb,The acting by the whole cast could be put on a scale and balanced perfectly between overacting and underacting.  
imdb,"This convention never worked well in the past, and certainly doesn't work here.  "
imdb,The plot was the same as pretty much every other cheap horror.  
imdb,I was left shattered from the experience of watching this 'film' and I took a good two hours to fully recover.  
imdb,"The puppets look really cheesy , not in a good way like in the Puppet Master 80's flicks.  "
imdb,"Often the dialogue doesn't really follow from one line to another, or fit the surroundings.  "
imdb,The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.  
imdb,"The acting was bad, the dialogs were extremely shallow and insincere.  "
imdb,"It had some average acting from the main person, and it was a low budget as you clearly can see.  "
imdb,If only someone involved with it knew how to string together narrative!  
imdb,This film (and I use that word loosely) is an insult to the movie-going public.  
imdb,I hate movies like that.  
imdb,"He is almost unbearable to watch on screen, he has little to no charisma, and terrible comedic timing.  "
imdb,"Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.  "
imdb,What the hell kind of crap is that?!  
imdb,I guess that nobody at the network that aired this dribble watched it before putting it on.  
imdb,Started watching this but didn't believe in any of the characters.  
imdb,"The use of slow-motion needlessly repeats itself throughout the movie but is well backed up by bad acting (and bad is a kind word here), no continuity, scenes that are thrown in for no reason whatsoever, vehicles that looked like they were made from a Corn Flakes box and a directorial style that bordered on stupidity.  "
imdb,It's very slow.  
imdb,"1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of GOOD LORD, WHAT WERE THEY THINKING?  "
imdb,"All in all, a great disappointment.  "
imdb,The most annoying thing about 'Cover Girl' is the way in which Rita Hayworth is put up on a pedestal.  
imdb,"So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.  "
imdb,This was one of the worst films i have ever seen.  
imdb,Very little music or anything to speak of.  
imdb,The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.  
imdb,Which is precisely why I am giving it such a bad review!  
imdb,"It was too predictable, even for a chick flick.  "
imdb,"I know he was a contract player with little control over his scripts, but the acting was as bad as the script.  "
imdb,It's like a bad two hour TV movie.  
imdb,But it wasn't anything at all just one big yawn...  
imdb,"Both films are terrible, but to the credit of the 1986 version, it was watchable.  "
imdb,Star Trek V The final Frontier is the worst in the series.  
imdb,"Again, no plot at all.  "
imdb,I saw this movie and I thought this is a stupid movie.  
imdb,Not recommended.  
imdb,"Artless camera-work endlessly presents us with the ugliest setting imaginable, i.e.  "
imdb,"Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.  "
imdb,"A cheap and cheerless heist movie with poor characterisation, lots of underbite style stoic emoting (think Chow Yun Fat in A Better Tomorrow) and some cheesy clichés thrown into an abandoned factory ready for a few poorly executed flying judo rolls a la John Woo.  "
imdb,The film has an ultra-cheap look to it.  
imdb,It just blew.  
imdb,There aren't death scenes like in previous movies and the f/x are terrible.  
imdb,i wouldnt see this movie again for free.  
imdb,"Almost everyone involved must be return to school, acting is utterly predictable and bad, script is pile of garbage all round.  "
imdb,None of them are engaging or exciting.  
imdb,"The movie was so boring, that I sometimes found myself occupied peaking in the paper instead of watching (never happened during a Columbo movie before!  "
imdb,"Of course, the acting is blah.  "
imdb,Lots of holes in the script.  
imdb,I'll even say it again  this is torture.  
imdb,You can't even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action.  
imdb,The dialogue sucked.  
imdb,Very disappointing.  
imdb,The guy who said he's had better dialogue with his potted plants has it right.  
imdb,Why was this film made?  
imdb,"Not only did it only confirm that the film would be unfunny and generic, but it also managed to give away the ENTIRE movie; and I'm not exaggerating - every moment, every plot point, every joke is told in the trailer.  "
imdb,This movie is terrible.  
imdb,Not recommended.  
imdb,The flat reenactments don't hold your attention because they are emotionally adrift and stagy.  
imdb,20th Century Fox's ROAD HOUSE 1948) is not only quite a silly noir but is an implausible unmitigated bore of a movie.  
imdb,Which has more depth and character than the man underneath it.  
imdb,I really don't see how anyone could enjoy this movie.  
imdb,If you check the director's filmography on this site you will see why this film didn't have a chance.  
imdb,the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs.  
imdb,) Don't waste your time.  
imdb,The script looks as if only a rough draft was written and shooting began before a finished script was completed.  
imdb,What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?  
imdb,The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.  
imdb,I don't think I've ever gone to a movie and disliked it as much.  
imdb,My rating: just 3 out of 10.  
imdb,Dee Snider just plain sucks.  
imdb,The attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.  
